id,user_query,correct_jurisdiction,expected_rule,status,http_status,response_seconds,answer,sources,source_details,is_trick_question,source_groups,exact_refusal,retrieval_score_suggestion,refusal_score_suggestion,contains_source_label,contains_internal_or_placeholder_citation,warning_flags,error
BC‑10,Does a Vancouver office assistant qualify for family responsibility leave?,BC Provincial,Up to 5 unpaid days per year.,success,200,33.41,"I cannot find a verified parameter for this specific jurisdiction layout within the official guides.

Source: BC Employment Standards Act, Section [not applicable]","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 85, 'to': 105}}}, 'content_preview': 'Regulation\n\nIndividuals who require care and are considered close relatives (whether or not they are related by blood, adoption, marriage or common law partnership)\n\nSubsection (2)\n\nThis subsection lists the various circumstances in which an employee is entitled to take a leave from work.\n\nthe employee has:\n\nbeen diagnosed with COVID-19; and\n\nis acting under instructions from their doctor, a nurse or other medical health officer.\n\nthe employee is in quarantine or self-isolation in accordance wit'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'loc': {'lines': {'from': 17, 'to': 37}}}, 'content_preview': ""You need to pay your employees their regular wages for these days. They do not have to be taken consecutively.\n\nEmployees are also entitled to 3 days of unpaid sick leave.\n\nEligibility\n\nThe paid sick leave entitlement applies to all employees covered by the\n\nEmployment Standards Act (ESA), including part-time, temporary or casual employees.\n\nThe ESA doesn't cover certain types of employees, including:\n\nFederally-regulated sectors\n\nSelf-employed workers or independent contractors\n\nEmployees in pr""}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑11,Does a restaurant worker earn double‑time on statutory holidays?,BC Provincial,"If worked, paid 1.5× plus average day’s pay if eligible.",success,200,32.83,"Generally, yes. Employees who work on statutory holidays are entitled to be paid at least time-and-a-half plus an average day's pay for any hours worked over 12 in a day.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_getting_paid_for_work.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'loc': {'lines': {'from': 101, 'to': 111}}}, 'content_preview': 'Employees paid by salary\n\nIf an employee is paid by a weekly, monthly or yearly salary, overtime is payable to that employee if they work over 8 hours in a day or over 40 hours in a week. The regular wage should be calculated as set out in section 1 of the Act. For any hours worked over 8 in a day or over 40 in a week, overtime is owed at one and a half times the regular wage. For any hours worked over 12 in a day, overtime is owed at two times the regular wage. An employee cannot agree (even wi'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_getting_paid_for_work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_getting_paid_for_work.docx', 'loc': {'lines': {'from': 17, 'to': 53}}}, 'content_preview': 'When employment ends, employers must pay employees their final wages.\n\nMinimum wage\n\nAll employees must be paid at least minimum wage. The minimum wage in British Columbia is $18.25 per hour.\n\nMinimum daily pay\n\nAn employee who reports for work must be paid for at least 2 hours, even if they work less than 2 hours.\n\nKeeping records\n\nEmployers must keep a record of the hours worked by each employee and provide a pay statement every payday.\n\nTips and gratuities\n\nEmployers can collect tips and dist'}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑12,Can a tech worker be forced to work split shifts?,BC Provincial,Allowed; must have minimum 8 hours between shifts.,success,200,35.64,"No, an employer is required by law to ensure that an employee working a split shift completes the shift within 12 hours of starting work.

Source: Canada Labour Code, Section [verified section number]","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_split_shifts.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_06_Labour_Relations_Prohibitions_Complaints_and_Enforcement.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_split_shifts.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_split_shifts.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Split Shifts\n\n\n\nSummary\n\nThis section details the time-frame for completion of a split shift. \n\nText of Legislation\n\n33. An employer must ensure that an employee working a split shift completes the shift within 12 hours of starting work.\n\nPolicy Interpretation\n\nThe length of a work day is limited to a maximum of 12 hours for employees who work a split shift. Work must be completed within 12 hours from the start of the shift.\n\nIf a split shift exceeds 12 hours in any day, the director may issue a'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_06_Labour_Relations_Prohibitions_Complaints_and_Enforcement.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_06_Labour_Relations_Prohibitions_Complaints_and_Enforcement.docx', 'loc': {'lines': {'from': 1, 'to': 27}}}, 'content_preview': 'Canada Labour Code — Labour Relations Prohibitions, Complaints and Enforcement\n\nTopic coverage: Unfair labour practices, complaints, Board remedies, offences, prosecution, general provisions, and provincial-law application.\n\nDIVISION VIProhibitions and Enforcement\n\nStrikes and Lockouts\n\nDefinitions\n\n88\xa0In this Division,\n\nemployer\u2002includes an employers’ organization;\u2002(employeur)\n\ntrade union\u2002includes a council of trade unions.\u2002(syndicat)\n\nStrikes and lockouts prohibited during term of collective '}]",False,"['BC Provincial', 'Federal']",False,1,N/A,True,False,[],
BC‑13,Does a cashier get paid for reporting to work but being sent home?,BC Provincial,Minimum 2 hours reporting pay.,success,200,32.2,"Generally, yes, if an employee is sent home due to circumstances such as stock delivery delays and they had started work, they are entitled to be paid for actual time worked.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_minimum_daily_hours.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_minimum_daily_hours.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_minimum_daily_hours.docx', 'loc': {'lines': {'from': 41, 'to': 55}}}, 'content_preview': 'If, in the above situation, an employee worked longer than 2 hours before being sent home, under subsection (4), they must be paid for actual hours worked.\n\nThe minimum daily pay requirements do not apply when an employee who is scheduled to work 8 hours or less is:\n\nunfit to work fails to comply with Part 2 of the Workers Compensation Act.\n\nWhen an employee has been sent home due to these circumstances, if they had started work, they are entitled to be paid for actual time worked and if they ha'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx', 'loc': {'lines': {'from': 17, 'to': 27}}}, 'content_preview': 'Subsection (1)\n\nEmployers must pay employees at least the agreed-upon rate of pay. This rate of pay must meet or exceed the minimum wage rates as set out in sections 16.1 and 16.2.\n\nThe wage rate enforced by the director is the one agreed to between the parties, either verbally or in writing. The wage rate may change during the course of employment, but cannot be reduced without giving the employee clear and adequate notice in writing. A reduction in the wage rate may be considered to be termina'}]",False,['BC Provincial'],False,1,N/A,True,False,[],
BC‑14,Can a server be paid a lower wage because they earn tips?,BC Provincial,No tip‑differential wage in BC; full minimum wage applies.,success,200,30.59,"No, an employer cannot pay a server a lower wage based solely on the fact that the server earns tips. Source: Canada Labour Code.","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_12_Minimum_Wage_Young_Workers_Breaks_and_Equal_Wages.docx', 'loc': {'lines': {'from': 1, 'to': 15}}}, 'content_preview': 'Canada Labour Code — Minimum Wage, Young Workers, Breaks and Equal Wages\n\nTopic coverage: Minimum wages, age of employment, medical and nursing breaks, and equal wages.\n\nDIVISION IIMinimum Wage and Age of Employment\n\nMinimum wage\n\n178\xa0(1)\xa0Subject to subsections (2) to (5), an employer shall pay to each employee a wage at a minimum hourly rate that is not less than the rate that is determined in accordance with section 178.1.\n\nProvince of employment\n\n(2)\xa0If the minimum hourly rate that is fixed, '}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_employers_required_to_pay_minimum_wage.docx', 'loc': {'lines': {'from': 17, 'to': 27}}}, 'content_preview': 'Subsection (1)\n\nEmployers must pay employees at least the agreed-upon rate of pay. This rate of pay must meet or exceed the minimum wage rates as set out in sections 16.1 and 16.2.\n\nThe wage rate enforced by the director is the one agreed to between the parties, either verbally or in writing. The wage rate may change during the course of employment, but cannot be reduced without giving the employee clear and adequate notice in writing. A reduction in the wage rate may be considered to be termina'}]",False,"['Federal', 'BC Provincial']",False,1,N/A,True,False,[],
BC‑15,Does a part‑time retail worker earn vacation pay?,BC Provincial,Yes; 4% minimum regardless of hours.,success,200,23.9,"Generally, no.

Source: Canada Labour Code",['D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_13_Auxiliary_Part_Time_Seasonal_and_Project_Employees.docx'],"[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_13_Auxiliary_Part_Time_Seasonal_and_Project_Employees.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_13_Auxiliary_Part_Time_Seasonal_and_Project_Employees.docx', 'loc': {'lines': {'from': 251, 'to': 273}}}, 'content_preview': ""MEMORANDUM OF AGREEMENT \n\nbetween \n\nTHE GOVERNMENT OF THE PROVINCE OF BRITISH COLUMBIA \n\nas represented by \n\nB.C. PUBLIC SERVICE AGENCY (PSA) \n\nand \n\nTHE B.C. GENERAL EMPLOYEES' UNION (BCGEU) \n\nRE: Part-time As-and-when Regular Employees – Service BC, Regional Operations \n\nThe purpose of this agreement is to address the terms and conditions of employment for regular part-time as-and-when employees, hereinafter referred to as RPTAW employees.\n\n1. The terms and conditions of employment will includ""}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_13_Auxiliary_Part_Time_Seasonal_and_Project_Employees.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Union_Benefits\\BC_Union_13_Auxiliary_Part_Time_Seasonal_and_Project_Employees.docx', 'loc': {'lines': {'from': 347, 'to': 397}}}, 'content_preview': 'LTD \n\nSuperannuation \n\nCanada Pension Plan* \n\nEmployment Insurance* \n\nWork Safe BC* \n\nGroup Life* \n\n*Is only prorated to the extent that the benefit is based on the employee’s part-time salary. \n\nNot Prorated: \n\nBasic Medical Insurance \n\nExtended Health Care Plan \n\nDental Plan \n\nAir Travel Insurance \n\n\n\nOthers: \n\nOvertime (paid in accordance with Clause 16.10 of the Main Agreement) \n\nAnnual Increment (eligibility based on completion of 1827 hours since last increment) \n\n*MOA To remain outside th'}]",False,['BC Provincial'],False,1,N/A,True,False,[],
T‑01,Can a Vancouver city bus driver use BC ESA to file a missing‑pay complaint?,Federal,Transit (Coast Mountain Bus Company) is federally regulated.,success,200,29.49,"No, the provided context does not include information about filing missing-pay complaints under the BC Employment Standards Act (ESA).

Source: BC Employment Standards Act","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_02_Labour_Board_and_Basic_Freedoms.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_02_Labour_Board_and_Basic_Freedoms.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_02_Labour_Board_and_Basic_Freedoms.docx', 'loc': {'lines': {'from': 1, 'to': 27}}}, 'content_preview': 'Canada Labour Code — Labour Board and Basic Freedoms\n\nTopic coverage: Employee and employer freedoms; Canada Industrial Relations Board organization, powers, procedure, review, and enforcement.\n\nDIVISION IBasic Freedoms\n\nEmployee freedoms\n\n8\xa0(1)\xa0Every employee is free to join the trade union of their choice and to participate in its lawful activities.\n\nEmployer freedoms\n\n(2)\xa0Every employer is free to join the employers’ organization of their choice and to participate in its lawful activities.\n\nD'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Canada Labour Code — Wages, Expenses, Employee Protections and Genetic Testing\n\nTopic coverage: Garnishment protection, work-related expenses, long-term disability plans, reprisal complaints, payment of wages, and genetic-testing protections.\n\nDIVISION XIIGarnishment\n\nProhibition\n\n238\xa0No employer shall dismiss, suspend, lay off, demote or discipline an employee on the ground that garnishment proceedings may be or have been taken with respect to the employee.\n\nDIVISION XII.1Reimbursement of Work-'}]",True,['Federal'],False,1,0,True,False,['required_refusal_not_triggered'],
T‑02,Can a WestJet pilot use BC ESA rules for overtime?,Federal,Aviation is federal; BC ESA does not apply.,success,200,32.1,"No, generally, a WestJet pilot employed by a federally regulated airline would be governed by the Canada Labour Code rather than the BC Employment Standards Act (ESA). The Canada Labour Code applies to all federally regulated workers, including pilots at airlines like WestJet.","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 1, 'to': 19}}}, 'content_preview': 'Canada Labour Code — Hours of Work, Overtime and Flexible Work\n\nTopic coverage: Part III interpretation and application; standard and maximum hours, overtime, scheduling, modified schedules, permits, emergencies, and flexible-work requests.\n\nPART IIIStandard Hours, Wages, Vacations and Holidays\n\nInterpretation\n\nDefinitions\n\n166\xa0In this Part,\n\ncollective agreement\u2002means an agreement in writing containing terms or conditions of employment of employees, including provisions with reference to rates '}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'loc': {'lines': {'from': 101, 'to': 111}}}, 'content_preview': 'Employees paid by salary\n\nIf an employee is paid by a weekly, monthly or yearly salary, overtime is payable to that employee if they work over 8 hours in a day or over 40 hours in a week. The regular wage should be calculated as set out in section 1 of the Act. For any hours worked over 8 in a day or over 40 in a week, overtime is owed at one and a half times the regular wage. For any hours worked over 12 in a day, overtime is owed at two times the regular wage. An employee cannot agree (even wi'}]",True,"['Federal', 'BC Provincial']",False,1,0,False,False,['required_refusal_not_triggered'],
T‑03,Can a Rogers employee in Burnaby claim BC sick‑leave rights?,Federal,Telecom is federal; BC ESA does not apply.,success,200,36.88,"Yes, Rogers employees in Burnaby can claim BC sick-leave rights under the BC Employment Standards Act. Employees are entitled to up to 5 days of paid sick leave per year if they need to stay home due to illness or injury. They must have worked with their employer for at least 90 days to be eligible.","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_paid_sick_leave.docx', 'loc': {'lines': {'from': 17, 'to': 37}}}, 'content_preview': ""You need to pay your employees their regular wages for these days. They do not have to be taken consecutively.\n\nEmployees are also entitled to 3 days of unpaid sick leave.\n\nEligibility\n\nThe paid sick leave entitlement applies to all employees covered by the\n\nEmployment Standards Act (ESA), including part-time, temporary or casual employees.\n\nThe ESA doesn't cover certain types of employees, including:\n\nFederally-regulated sectors\n\nSelf-employed workers or independent contractors\n\nEmployees in pr""}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_COVID19_related_leave.docx', 'loc': {'lines': {'from': 137, 'to': 159}}}, 'content_preview': 'Regulation\n\nUnable to obtain the necessities of life because of illness, disability or another reason\n\nUnder the daily care and control of the employee\n\nAn employee required to take leave to receive a COVID-19 vaccine on or after April 19, 2021, is entitled to paid leave under section 52.13 Leave for COVID-19 vaccination.\n\nSubsection (3)\n\nThe employee is entitled to remain on leave as long as the circumstances referred to in subsection (2) continue to apply.\n\nSubsection (4)\n\nIf the employer asks'}]",True,['BC Provincial'],False,0,0,False,False,"['expected_jurisdiction_not_in_sources', 'required_refusal_not_triggered']",
T‑04,Can a Vancouver restaurant worker use the Canada Labour Code for vacation pay?,BC Provincial,Restaurants are provincial.,success,200,28.29,"I cannot find a verified parameter for this specific jurisdiction layout within the official guides.

Source: I cannot find a verified parameter for this specific jurisdiction layout within the official guides.","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_13_Vacation_General_Holidays_and_Multi_Employer_Employment.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Canada Labour Code — Vacation, General Holidays and Multi-employer Employment\n\nTopic coverage: Annual vacations, vacation pay, general holidays, holiday pay, and multi-employer employment.\n\nDIVISION IVAnnual Vacations\n\nDefinitions\n\n183\xa0In this Division,\n\nvacation pay\u2002means the amount an employee is entitled to under section 184.01;\u2002(indemnité de congé annuel)\n\nyear of employment\u2002means continuous employment of an employee by one employer\n\n(a)\xa0for a period of twelve consecutive months beginning wi'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_vacation_pay.docx', 'loc': {'lines': {'from': 57, 'to': 65}}}, 'content_preview': ""Vacation Pay in Excess of Minimum Standards\n\nThe Director will enforce a vacation pay entitlement established under an employment contract if it is greater than the minimum standard set out in the Act. This is because the wording of section 58(1) refers to “at least” 4% or 6%.\n\nExample\n\nWhen an employee started work at the hardware store in June, they were told that four weeks' vacation and 8% vacation pay would be given during their first year. The employee requests four weeks' vacation in Nove""}]",True,"['Federal', 'BC Provincial']",False,1,0,True,False,['required_refusal_not_triggered'],
T‑05,Does a CN Rail worker qualify for BC overtime rules?,Federal,Interprovincial rail is federal.,success,200,29.37,"I cannot find a verified parameter for this specific jurisdiction layout within the official guides.

Source: I cannot find a verified parameter for this specific jurisdiction layout within the official guides.","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_overtime_employees_under_averaging_agreement.docx', 'loc': {'lines': {'from': 101, 'to': 111}}}, 'content_preview': 'Employees paid by salary\n\nIf an employee is paid by a weekly, monthly or yearly salary, overtime is payable to that employee if they work over 8 hours in a day or over 40 hours in a week. The regular wage should be calculated as set out in section 1 of the Act. For any hours worked over 8 in a day or over 40 in a week, overtime is owed at one and a half times the regular wage. For any hours worked over 12 in a day, overtime is owed at two times the regular wage. An employee cannot agree (even wi'}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_11_Hours_of_Work_Overtime_and_Flexible_Work.docx', 'loc': {'lines': {'from': 1, 'to': 19}}}, 'content_preview': 'Canada Labour Code — Hours of Work, Overtime and Flexible Work\n\nTopic coverage: Part III interpretation and application; standard and maximum hours, overtime, scheduling, modified schedules, permits, emergencies, and flexible-work requests.\n\nPART IIIStandard Hours, Wages, Vacations and Holidays\n\nInterpretation\n\nDefinitions\n\n166\xa0In this Part,\n\ncollective agreement\u2002means an agreement in writing containing terms or conditions of employment of employees, including provisions with reference to rates '}]",True,"['BC Provincial', 'Federal']",False,1,0,True,False,['required_refusal_not_triggered'],
T‑06,Can a bank teller file a complaint with the BC Employment Standards Branch?,Federal,Banks are federally regulated.,success,200,32.38,"No, complaints regarding actions taken by an employer against employees in contravention of section 147 must be made to the Board of the alleged contravention and not to the BC Employment Standards Branch. The correct jurisdiction for such complaints is the Canada Labour Code.

Source: Canada Labour Code","['D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_how_wages_are_paid.docx', 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_how_wages_are_paid.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_standards_how_wages_are_paid.docx', 'loc': {'lines': {'from': 25, 'to': 31}}}, 'content_preview': ""An employer may directly deposit wages to an employee's account if the employee provides the employer with written authorization to do so, or if the collective agreement provides for direct deposit.\n\nFarm labour contractors are excluded from this section of the Act. Section 40.2 of the Employment Standards Regulation requires farm labour contractors to pay wages in Canadian currency by way of direct deposit to the credit of a farm worker's account in a savings institution.\n\nEmployees covered by ""}, {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_16_Wages_Expenses_Employee_Protections_and_Genetic_Testing.docx', 'loc': {'lines': {'from': 1, 'to': 21}}}, 'content_preview': 'Canada Labour Code — Wages, Expenses, Employee Protections and Genetic Testing\n\nTopic coverage: Garnishment protection, work-related expenses, long-term disability plans, reprisal complaints, payment of wages, and genetic-testing protections.\n\nDIVISION XIIGarnishment\n\nProhibition\n\n238\xa0No employer shall dismiss, suspend, lay off, demote or discipline an employee on the ground that garnishment proceedings may be or have been taken with respect to the employee.\n\nDIVISION XII.1Reimbursement of Work-'}]",True,"['BC Provincial', 'Federal']",False,1,0,True,False,['required_refusal_not_triggered'],
T‑07,Can a Vancouver tech worker use federal maternity leave rules?,BC Provincial,Tech companies are provincial unless federally regulated.,success,200,34.74,"Generally, no.

The retrieved context is specific to BC Provincial employment standards and does not cover federally regulated employers like banks or telecommunications companies. The policy interpretation provided in the context pertains to maternity leave under the BC Employment Standards Act rather than federal labor laws.

Source: BC Employment Standards Act","['D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx', 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_maternity_leave.docx']","[{'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\Federal\\Federal_14_Medical_Personal_Family_and_Other_Leaves.docx', 'loc': {'lines': {'from': 1, 'to': 13}}}, 'content_preview': 'Canada Labour Code — Medical, Personal, Family and Other Leaves\n\nTopic coverage: Maternity-related reassignment and leave, maternity/parental and other protected leaves, bereavement, medical leave, work-related illness and injury, and reserve-force leave.\n\nDIVISION VIIMaternity-related Reassignment and Leave and Other Leaves\n\nMaternity-related Reassignment and Leave\n\nReassignment and job modification\n\n204\xa0(1)\xa0An employee who is pregnant or nursing may, during the period from the beginning of the'}, {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_maternity_leave.docx', 'metadata': {'source': 'D:\\AI_Project\\data_corpus_final\\BC_Provincial\\bc_employment_guide_maternity_leave.docx', 'loc': {'lines': {'from': 25, 'to': 37}}}, 'content_preview': ""be given in writing to the employer,\n\nif the request is made during the pregnancy, be given to the employer at least 4 weeks before the day the employee proposes to begin leave, and\n\nif required by the employer, be accompanied by a medical practitioner's or nursepractitioner's certificate stating the expected or actual birth date or the date the pregnancy terminated or stating the reasons for requesting additional leave under subsection (3).\n\nIf an employee on leave under subsection (1) or (1.1)""}]",True,"['Federal', 'BC Provincial']",False,1,0,True,False,['required_refusal_not_triggered'],
